,"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),surface_solar_radiation (W/m^2),direct_normal_solar_radiation (W/m^2),surface_diffuse_solar_radiation (W/m^2)
7/25/22 23:00,"(40.4259, -86.9081)",era5,218.18,-5,26.13,220.03,48.87,196.86
7/26/22 0:00,"(40.4259, -86.9081)",era5,218.18,-5,25.49,128.57,55.31,112.42
7/26/22 1:00,"(40.4259, -86.9081)",era5,218.18,-5,24.5,47.33,107.48,36.1
7/26/22 2:00,"(40.4259, -86.9081)",era5,218.18,-5,23.01,0.16,0,0.16
7/26/22 3:00,"(40.4259, -86.9081)",era5,218.18,-5,22.09,0,0,0
7/26/22 4:00,"(40.4259, -86.9081)",era5,218.18,-5,22.34,0,0,0
7/26/22 5:00,"(40.4259, -86.9081)",era5,218.18,-5,21.51,0,0,0
7/26/22 6:00,"(40.4259, -86.9081)",era5,218.18,-5,20.5,0,0,0
7/26/22 7:00,"(40.4259, -86.9081)",era5,218.18,-5,20.36,0,0,0
7/26/22 8:00,"(40.4259, -86.9081)",era5,218.18,-5,20.6,0,0,0
7/26/22 9:00,"(40.4259, -86.9081)",era5,218.18,-5,20.47,0,0,0
7/26/22 10:00,"(40.4259, -86.9081)",era5,218.18,-5,19.63,0,0,0
7/26/22 11:00,"(40.4259, -86.9081)",era5,218.18,-5,19.97,1.39,0,1.34
7/26/22 12:00,"(40.4259, -86.9081)",era5,218.18,-5,19.77,34.32,10.8,32.81
7/26/22 13:00,"(40.4259, -86.9081)",era5,218.18,-5,20.24,92.81,91.46,62.93
7/26/22 14:00,"(40.4259, -86.9081)",era5,218.18,-5,19.93,48.41,25.88,35.3
7/26/22 15:00,"(40.4259, -86.9081)",era5,218.18,-5,21.06,180.5,96.81,115.99
7/26/22 16:00,"(40.4259, -86.9081)",era5,218.18,-5,21.89,285.39,112.15,196.17
7/26/22 17:00,"(40.4259, -86.9081)",era5,218.18,-5,22.81,520.36,147.83,389.53
7/26/22 18:00,"(40.4259, -86.9081)",era5,218.18,-5,23.72,681.09,344.57,361.01
7/26/22 19:00,"(40.4259, -86.9081)",era5,218.18,-5,23.79,362.51,73.8,294.31
7/26/22 20:00,"(40.4259, -86.9081)",era5,218.18,-5,24.3,261.59,25.48,239.4
7/26/22 21:00,"(40.4259, -86.9081)",era5,218.18,-5,24.29,286.76,53.06,245.74
7/26/22 22:00,"(40.4259, -86.9081)",era5,218.18,-5,24.08,172.26,5.58,168.7
7/26/22 23:00,"(40.4259, -86.9081)",era5,218.18,-5,24.26,198.27,52.66,173.41
7/27/22 0:00,"(40.4259, -86.9081)",era5,218.18,-5,24.18,102.91,75.55,81.03
7/27/22 1:00,"(40.4259, -86.9081)",era5,218.18,-5,23.95,28.19,31,25.03
7/27/22 2:00,"(40.4259, -86.9081)",era5,218.18,-5,23.58,0.09,0,0.09
7/27/22 3:00,"(40.4259, -86.9081)",era5,218.18,-5,22.98,0,0,0
7/27/22 4:00,"(40.4259, -86.9081)",era5,218.18,-5,22.64,0,0,0
7/27/22 5:00,"(40.4259, -86.9081)",era5,218.18,-5,22.02,0,0,0
7/27/22 6:00,"(40.4259, -86.9081)",era5,218.18,-5,21.52,0,0,0
7/27/22 7:00,"(40.4259, -86.9081)",era5,218.18,-5,21.64,0,0,0
7/27/22 8:00,"(40.4259, -86.9081)",era5,218.18,-5,21.71,0,0,0
7/27/22 9:00,"(40.4259, -86.9081)",era5,218.18,-5,22.17,0,0,0
7/27/22 10:00,"(40.4259, -86.9081)",era5,218.18,-5,22.3,0,0,0
7/27/22 11:00,"(40.4259, -86.9081)",era5,218.18,-5,22.48,0.36,0,0.36
7/27/22 12:00,"(40.4259, -86.9081)",era5,218.18,-5,22.39,9.89,1.72,9.65
7/27/22 13:00,"(40.4259, -86.9081)",era5,218.18,-5,22.21,29.56,0.01,29.56
7/27/22 14:00,"(40.4259, -86.9081)",era5,218.18,-5,22.2,63.6,0.03,63.59
7/27/22 15:00,"(40.4259, -86.9081)",era5,218.18,-5,22.79,108.88,3.9,106.29
7/27/22 16:00,"(40.4259, -86.9081)",era5,218.18,-5,23.64,146.41,3.28,143.8
7/27/22 17:00,"(40.4259, -86.9081)",era5,218.18,-5,25.13,343.72,80.27,272.79
7/27/22 18:00,"(40.4259, -86.9081)",era5,218.18,-5,25.7,312.26,51.22,264.76
7/27/22 19:00,"(40.4259, -86.9081)",era5,218.18,-5,26.27,647.4,371.89,304.27
7/27/22 20:00,"(40.4259, -86.9081)",era5,218.18,-5,27.36,484.15,282.31,238.71
7/27/22 21:00,"(40.4259, -86.9081)",era5,218.18,-5,27.87,531.44,396.24,225.82
7/27/22 22:00,"(40.4259, -86.9081)",era5,218.18,-5,27.3,376.98,366.59,144.16
7/27/22 23:00,"(40.4259, -86.9081)",era5,218.18,-5,26.8,278.21,284.74,144.38
7/28/22 0:00,"(40.4259, -86.9081)",era5,218.18,-5,26.63,152.69,305.4,64.95
7/28/22 1:00,"(40.4259, -86.9081)",era5,218.18,-5,26.09,41.76,194.01,22.49
7/28/22 2:00,"(40.4259, -86.9081)",era5,218.18,-5,24.89,0.05,0,0.05
7/28/22 3:00,"(40.4259, -86.9081)",era5,218.18,-5,24.26,0,0,0
7/28/22 4:00,"(40.4259, -86.9081)",era5,218.18,-5,23.94,0,0,0
7/28/22 5:00,"(40.4259, -86.9081)",era5,218.18,-5,23.17,0,0,0
7/28/22 6:00,"(40.4259, -86.9081)",era5,218.18,-5,22.48,0,0,0
7/28/22 7:00,"(40.4259, -86.9081)",era5,218.18,-5,22.26,0,0,0
7/28/22 8:00,"(40.4259, -86.9081)",era5,218.18,-5,21.75,0,0,0
7/28/22 9:00,"(40.4259, -86.9081)",era5,218.18,-5,21.21,0,0,0
7/28/22 10:00,"(40.4259, -86.9081)",era5,218.18,-5,19.59,0,0,0
7/28/22 11:00,"(40.4259, -86.9081)",era5,218.18,-5,19.2,1.95,0,1.6
7/28/22 12:00,"(40.4259, -86.9081)",era5,218.18,-5,20.39,86.59,395.77,33.39
7/28/22 13:00,"(40.4259, -86.9081)",era5,218.18,-5,22.09,257.87,592.87,66.82
7/28/22 14:00,"(40.4259, -86.9081)",era5,218.18,-5,24.15,432,680.3,90.17
7/28/22 15:00,"(40.4259, -86.9081)",era5,218.18,-5,26.57,613.09,745.9,118.73
7/28/22 16:00,"(40.4259, -86.9081)",era5,218.18,-5,27.2,693.73,647.53,180.73
7/28/22 17:00,"(40.4259, -86.9081)",era5,218.18,-5,28.37,825.12,766.86,148.73
7/28/22 18:00,"(40.4259, -86.9081)",era5,218.18,-5,28.95,781.27,672.32,158.69
7/28/22 19:00,"(40.4259, -86.9081)",era5,218.18,-5,29.31,890.65,793.09,160.08
7/28/22 20:00,"(40.4259, -86.9081)",era5,218.18,-5,29.13,718.28,596.48,200.65
7/28/22 21:00,"(40.4259, -86.9081)",era5,218.18,-5,29.13,626.45,510.36,233.69
7/28/22 22:00,"(40.4259, -86.9081)",era5,218.18,-5,28.53,479.69,356.61,253.9
7/28/22 23:00,"(40.4259, -86.9081)",era5,218.18,-5,27.94,283.24,178.92,199.55
7/29/22 0:00,"(40.4259, -86.9081)",era5,218.18,-5,26.91,137.67,87.3,112.81
7/29/22 1:00,"(40.4259, -86.9081)",era5,218.18,-5,25.93,35.14,78.23,27.58
7/29/22 2:00,"(40.4259, -86.9081)",era5,218.18,-5,24.62,0.03,0,0.03
7/29/22 3:00,"(40.4259, -86.9081)",era5,218.18,-5,22.98,0,0,0
7/29/22 4:00,"(40.4259, -86.9081)",era5,218.18,-5,22.3,0,0,0
7/29/22 5:00,"(40.4259, -86.9081)",era5,218.18,-5,21.23,0,0,0
7/29/22 6:00,"(40.4259, -86.9081)",era5,218.18,-5,19.82,0,0,0
7/29/22 7:00,"(40.4259, -86.9081)",era5,218.18,-5,19.56,0,0,0
7/29/22 8:00,"(40.4259, -86.9081)",era5,218.18,-5,18.87,0,0,0
7/29/22 9:00,"(40.4259, -86.9081)",era5,218.18,-5,18.4,0,0,0
7/29/22 10:00,"(40.4259, -86.9081)",era5,218.18,-5,16.45,0,0,0
7/29/22 11:00,"(40.4259, -86.9081)",era5,218.18,-5,16.12,1.7,0,1.36
7/29/22 12:00,"(40.4259, -86.9081)",era5,218.18,-5,17.51,86.53,405.76,33.02
7/29/22 13:00,"(40.4259, -86.9081)",era5,218.18,-5,19.67,260.9,596.87,69.93
7/29/22 14:00,"(40.4259, -86.9081)",era5,218.18,-5,22.44,460.52,755.28,82.56
7/29/22 15:00,"(40.4259, -86.9081)",era5,218.18,-5,24.53,641.76,830.07,93.13
7/29/22 16:00,"(40.4259, -86.9081)",era5,218.18,-5,25.38,790.01,871.22,101.24
7/29/22 17:00,"(40.4259, -86.9081)",era5,218.18,-5,26.02,827.93,745.98,171.12
7/29/22 18:00,"(40.4259, -86.9081)",era5,218.18,-5,26.66,746.08,542.54,244.5
7/29/22 19:00,"(40.4259, -86.9081)",era5,218.18,-5,26.78,556.52,286.2,293.33
7/29/22 20:00,"(40.4259, -86.9081)",era5,218.18,-5,27.25,456.97,154.6,323.06
7/29/22 21:00,"(40.4259, -86.9081)",era5,218.18,-5,26.77,375.87,136.89,270.77
7/29/22 22:00,"(40.4259, -86.9081)",era5,218.18,-5,26.27,378.54,220.25,239.53
7/29/22 23:00,"(40.4259, -86.9081)",era5,218.18,-5,26.25,337.63,398.37,152.17
7/30/22 0:00,"(40.4259, -86.9081)",era5,218.18,-5,25.29,172.67,218.05,111.12
7/30/22 1:00,"(40.4259, -86.9081)",era5,218.18,-5,23.83,43.25,120.16,31.97
7/30/22 2:00,"(40.4259, -86.9081)",era5,218.18,-5,21.68,0.01,0,0.01
7/30/22 3:00,"(40.4259, -86.9081)",era5,218.18,-5,19.62,0,0,0
7/30/22 4:00,"(40.4259, -86.9081)",era5,218.18,-5,18.84,0,0,0
7/30/22 5:00,"(40.4259, -86.9081)",era5,218.18,-5,19.07,0,0,0
7/30/22 6:00,"(40.4259, -86.9081)",era5,218.18,-5,19.78,0,0,0
7/30/22 7:00,"(40.4259, -86.9081)",era5,218.18,-5,17.83,0,0,0
7/30/22 8:00,"(40.4259, -86.9081)",era5,218.18,-5,16.77,0,0,0
7/30/22 9:00,"(40.4259, -86.9081)",era5,218.18,-5,16.31,0,0,0
7/30/22 10:00,"(40.4259, -86.9081)",era5,218.18,-5,15.38,0,0,0
7/30/22 11:00,"(40.4259, -86.9081)",era5,218.18,-5,15.3,1.44,0,1.22
7/30/22 12:00,"(40.4259, -86.9081)",era5,218.18,-5,17.06,83.65,401.02,31.81
7/30/22 13:00,"(40.4259, -86.9081)",era5,218.18,-5,19.58,259.78,619.3,63.06
7/30/22 14:00,"(40.4259, -86.9081)",era5,218.18,-5,22.97,453.76,749.48,80.25
7/30/22 15:00,"(40.4259, -86.9081)",era5,218.18,-5,25.43,634.06,821.46,92.64
7/30/22 16:00,"(40.4259, -86.9081)",era5,218.18,-5,26.44,782.66,863.3,101.62
7/30/22 17:00,"(40.4259, -86.9081)",era5,218.18,-5,27.22,870.85,842.63,130.29
7/30/22 18:00,"(40.4259, -86.9081)",era5,218.18,-5,27.58,801.34,597.24,250.14
7/30/22 19:00,"(40.4259, -86.9081)",era5,218.18,-5,27.83,565.2,169.61,409.5
7/30/22 20:00,"(40.4259, -86.9081)",era5,218.18,-5,27.94,555.51,244.66,344.02
7/30/22 21:00,"(40.4259, -86.9081)",era5,218.18,-5,28.08,468.69,255.45,273.05
7/30/22 22:00,"(40.4259, -86.9081)",era5,218.18,-5,27.31,321.58,112.37,250.89
7/30/22 23:00,"(40.4259, -86.9081)",era5,218.18,-5,27.01,191,50.23,167.73
7/31/22 0:00,"(40.4259, -86.9081)",era5,218.18,-5,26.66,112.62,87.81,88.07
7/31/22 1:00,"(40.4259, -86.9081)",era5,218.18,-5,26.65,38.22,136.14,25.84
7/31/22 2:00,"(40.4259, -86.9081)",era5,218.18,-5,24.14,0,0,0
7/31/22 3:00,"(40.4259, -86.9081)",era5,218.18,-5,21.41,0,0,0
7/31/22 4:00,"(40.4259, -86.9081)",era5,218.18,-5,21.09,0,0,0
7/31/22 5:00,"(40.4259, -86.9081)",era5,218.18,-5,20.52,0,0,0
7/31/22 6:00,"(40.4259, -86.9081)",era5,218.18,-5,20.77,0,0,0
7/31/22 7:00,"(40.4259, -86.9081)",era5,218.18,-5,20.59,0,0,0
7/31/22 8:00,"(40.4259, -86.9081)",era5,218.18,-5,20.26,0,0,0
7/31/22 9:00,"(40.4259, -86.9081)",era5,218.18,-5,19.7,0,0,0
7/31/22 10:00,"(40.4259, -86.9081)",era5,218.18,-5,18.02,0,0,0
7/31/22 11:00,"(40.4259, -86.9081)",era5,218.18,-5,17.34,1.12,0,0.96
7/31/22 12:00,"(40.4259, -86.9081)",era5,218.18,-5,19.03,78.51,376.83,30.77
7/31/22 13:00,"(40.4259, -86.9081)",era5,218.18,-5,21.65,250.74,593.47,63.61
7/31/22 14:00,"(40.4259, -86.9081)",era5,218.18,-5,24.41,440.96,719.55,83.87
7/31/22 15:00,"(40.4259, -86.9081)",era5,218.18,-5,26.19,622.09,803.29,94.16
7/31/22 16:00,"(40.4259, -86.9081)",era5,218.18,-5,26.75,696.85,728.07,123.74
7/31/22 17:00,"(40.4259, -86.9081)",era5,218.18,-5,27.41,640.09,432.98,260.26
7/31/22 18:00,"(40.4259, -86.9081)",era5,218.18,-5,27.74,649.65,316.87,357.72
7/31/22 19:00,"(40.4259, -86.9081)",era5,218.18,-5,28.18,674.17,477.67,236.46
7/31/22 20:00,"(40.4259, -86.9081)",era5,218.18,-5,28.52,656.99,483.35,240.03
7/31/22 21:00,"(40.4259, -86.9081)",era5,218.18,-5,29.16,474.03,330.83,221.31
7/31/22 22:00,"(40.4259, -86.9081)",era5,218.18,-5,28.31,392.09,256.67,231.2
7/31/22 23:00,"(40.4259, -86.9081)",era5,218.18,-5,27.9,269.33,226.49,164.98
8/1/22 0:00,"(40.4259, -86.9081)",era5,218.18,-5,27.64,130.43,121.93,96.66
8/1/22 1:00,"(40.4259, -86.9081)",era5,218.18,-5,26.11,45.37,278.55,20.87
8/1/22 2:00,"(40.4259, -86.9081)",era5,218.18,-5,24.48,0,0,0
8/1/22 3:00,"(40.4259, -86.9081)",era5,218.18,-5,23.21,0,0,0
8/1/22 4:00,"(40.4259, -86.9081)",era5,218.18,-5,22.79,0,0,0
8/1/22 5:00,"(40.4259, -86.9081)",era5,218.18,-5,22.31,0,0,0
8/1/22 6:00,"(40.4259, -86.9081)",era5,218.18,-5,22.44,0,0,0
8/1/22 7:00,"(40.4259, -86.9081)",era5,218.18,-5,23.19,0,0,0
8/1/22 8:00,"(40.4259, -86.9081)",era5,218.18,-5,23.26,0,0,0
8/1/22 9:00,"(40.4259, -86.9081)",era5,218.18,-5,23.33,0,0,0
8/1/22 10:00,"(40.4259, -86.9081)",era5,218.18,-5,22.07,0,0,0
8/1/22 11:00,"(40.4259, -86.9081)",era5,218.18,-5,22.53,0.65,0,0.62
8/1/22 12:00,"(40.4259, -86.9081)",era5,218.18,-5,22.99,35.56,61.75,27.9
8/1/22 13:00,"(40.4259, -86.9081)",era5,218.18,-5,22.45,121.6,96.05,91.54
8/1/22 14:00,"(40.4259, -86.9081)",era5,218.18,-5,21.49,78.94,5.51,76.22
8/1/22 15:00,"(40.4259, -86.9081)",era5,218.18,-5,22.81,88.75,0.02,88.73
8/1/22 16:00,"(40.4259, -86.9081)",era5,218.18,-5,23.97,207.17,14.27,195.97
8/1/22 17:00,"(40.4259, -86.9081)",era5,218.18,-5,26.55,395.25,195.56,224.03
8/1/22 18:00,"(40.4259, -86.9081)",era5,218.18,-5,28.66,668.98,476.61,230.67
8/1/22 19:00,"(40.4259, -86.9081)",era5,218.18,-5,30.03,538,392.06,179.42
8/1/22 20:00,"(40.4259, -86.9081)",era5,218.18,-5,31.1,729.51,698.08,128.6
8/1/22 21:00,"(40.4259, -86.9081)",era5,218.18,-5,31.73,642.66,640.57,154.63
8/1/22 22:00,"(40.4259, -86.9081)",era5,218.18,-5,30.63,525.87,644.51,123.34
8/1/22 23:00,"(40.4259, -86.9081)",era5,218.18,-5,30.16,333.48,496.24,106.1
8/2/22 0:00,"(40.4259, -86.9081)",era5,218.18,-5,29.02,195.71,484.99,62.77
8/2/22 1:00,"(40.4259, -86.9081)",era5,218.18,-5,27.58,49.24,342.43,20.18
8/2/22 2:00,"(40.4259, -86.9081)",era5,218.18,-5,25.86,0,0,0
8/2/22 3:00,"(40.4259, -86.9081)",era5,218.18,-5,24.24,0,0,0
8/2/22 4:00,"(40.4259, -86.9081)",era5,218.18,-5,23.75,0,0,0
8/2/22 5:00,"(40.4259, -86.9081)",era5,218.18,-5,22.7,0,0,0
8/2/22 6:00,"(40.4259, -86.9081)",era5,218.18,-5,22.2,0,0,0
8/2/22 7:00,"(40.4259, -86.9081)",era5,218.18,-5,21.46,0,0,0
8/2/22 8:00,"(40.4259, -86.9081)",era5,218.18,-5,20.51,0,0,0
8/2/22 9:00,"(40.4259, -86.9081)",era5,218.18,-5,20.31,0,0,0
8/2/22 10:00,"(40.4259, -86.9081)",era5,218.18,-5,18.62,0,0,0
8/2/22 11:00,"(40.4259, -86.9081)",era5,218.18,-5,19.24,0.81,0,0.71
8/2/22 12:00,"(40.4259, -86.9081)",era5,218.18,-5,20.54,74.55,368.06,29.86
8/2/22 13:00,"(40.4259, -86.9081)",era5,218.18,-5,22.59,242.48,558.83,68.91
8/2/22 14:00,"(40.4259, -86.9081)",era5,218.18,-5,24.52,420.94,659.03,96.68
8/2/22 15:00,"(40.4259, -86.9081)",era5,218.18,-5,25.78,604.77,752.88,112.87
8/2/22 16:00,"(40.4259, -86.9081)",era5,218.18,-5,26.16,737.26,780.29,125.83
8/2/22 17:00,"(40.4259, -86.9081)",era5,218.18,-5,26.63,808.6,780.39,126.66
8/2/22 18:00,"(40.4259, -86.9081)",era5,218.18,-5,27.53,906.79,853.9,122.97
8/2/22 19:00,"(40.4259, -86.9081)",era5,218.18,-5,27.93,854.55,696.82,218.47
8/2/22 20:00,"(40.4259, -86.9081)",era5,218.18,-5,28.88,725.66,505.03,291.89
8/2/22 21:00,"(40.4259, -86.9081)",era5,218.18,-5,29.99,719.14,786.88,121.29
8/2/22 22:00,"(40.4259, -86.9081)",era5,218.18,-5,29.12,570.86,765.54,94.54
8/2/22 23:00,"(40.4259, -86.9081)",era5,218.18,-5,28.88,381.51,668.71,76.86
8/3/22 0:00,"(40.4259, -86.9081)",era5,218.18,-5,28.1,197.15,495.68,62.72
8/3/22 1:00,"(40.4259, -86.9081)",era5,218.18,-5,26.55,46.52,327.51,19.77
8/3/22 2:00,"(40.4259, -86.9081)",era5,218.18,-5,24.92,0,0,0
8/3/22 3:00,"(40.4259, -86.9081)",era5,218.18,-5,23.25,0,0,0
8/3/22 4:00,"(40.4259, -86.9081)",era5,218.18,-5,22.65,0,0,0
8/3/22 5:00,"(40.4259, -86.9081)",era5,218.18,-5,22,0,0,0
8/3/22 6:00,"(40.4259, -86.9081)",era5,218.18,-5,21.6,0,0,0
8/3/22 7:00,"(40.4259, -86.9081)",era5,218.18,-5,21.51,0,0,0
8/3/22 8:00,"(40.4259, -86.9081)",era5,218.18,-5,21.58,0,0,0
8/3/22 9:00,"(40.4259, -86.9081)",era5,218.18,-5,22.05,0,0,0
8/3/22 10:00,"(40.4259, -86.9081)",era5,218.18,-5,22.77,0,0,0
8/3/22 11:00,"(40.4259, -86.9081)",era5,218.18,-5,23.01,0.62,0,0.56
8/3/22 12:00,"(40.4259, -86.9081)",era5,218.18,-5,24.08,69.91,344.33,29.02
8/3/22 13:00,"(40.4259, -86.9081)",era5,218.18,-5,25.56,233.59,551.01,63.78
8/3/22 14:00,"(40.4259, -86.9081)",era5,218.18,-5,27.8,422.34,694.71,82.03
8/3/22 15:00,"(40.4259, -86.9081)",era5,218.18,-5,30.24,594.4,753.09,103.83
8/3/22 16:00,"(40.4259, -86.9081)",era5,218.18,-5,31.18,742.41,806.61,111.81
8/3/22 17:00,"(40.4259, -86.9081)",era5,218.18,-5,32.28,845.87,840.41,112.95
8/3/22 18:00,"(40.4259, -86.9081)",era5,218.18,-5,32.81,897.82,856.26,113.34
8/3/22 19:00,"(40.4259, -86.9081)",era5,218.18,-5,32.25,276.75,51.74,229.61
8/3/22 20:00,"(40.4259, -86.9081)",era5,218.18,-5,32.6,294.05,58.13,244.24
8/3/22 21:00,"(40.4259, -86.9081)",era5,218.18,-5,32.53,323.37,62.71,275.86
8/3/22 22:00,"(40.4259, -86.9081)",era5,218.18,-5,29.33,338.89,119.81,264.63
8/3/22 23:00,"(40.4259, -86.9081)",era5,218.18,-5,29.49,232.78,108.55,183.62
8/4/22 0:00,"(40.4259, -86.9081)",era5,218.18,-5,28.07,86.65,13.64,82.99
8/4/22 1:00,"(40.4259, -86.9081)",era5,218.18,-5,27.08,19.43,13.32,18.39
8/4/22 2:00,"(40.4259, -86.9081)",era5,218.18,-5,25.8,0,0,0
8/4/22 3:00,"(40.4259, -86.9081)",era5,218.18,-5,24.31,0,0,0
8/4/22 4:00,"(40.4259, -86.9081)",era5,218.18,-5,23.63,0,0,0
8/4/22 5:00,"(40.4259, -86.9081)",era5,218.18,-5,23.07,0,0,0
8/4/22 6:00,"(40.4259, -86.9081)",era5,218.18,-5,22.39,0,0,0
8/4/22 7:00,"(40.4259, -86.9081)",era5,218.18,-5,22.3,0,0,0
8/4/22 8:00,"(40.4259, -86.9081)",era5,218.18,-5,22.18,0,0,0
8/4/22 9:00,"(40.4259, -86.9081)",era5,218.18,-5,22.17,0,0,0
8/4/22 10:00,"(40.4259, -86.9081)",era5,218.18,-5,22.2,0,0,0
8/4/22 11:00,"(40.4259, -86.9081)",era5,218.18,-5,22.35,0.16,0,0.16
8/4/22 12:00,"(40.4259, -86.9081)",era5,218.18,-5,22.69,18.58,3.19,18.21
8/4/22 13:00,"(40.4259, -86.9081)",era5,218.18,-5,22.66,66.92,1.58,66.44
8/4/22 14:00,"(40.4259, -86.9081)",era5,218.18,-5,22.97,152.46,35.25,135.27
8/4/22 15:00,"(40.4259, -86.9081)",era5,218.18,-5,24.23,233.41,64.33,191.64
8/4/22 16:00,"(40.4259, -86.9081)",era5,218.18,-5,25.04,306.39,87.79,237.92
8/4/22 17:00,"(40.4259, -86.9081)",era5,218.18,-5,25.5,290.51,52.26,245.03
8/4/22 18:00,"(40.4259, -86.9081)",era5,218.18,-5,25.66,258.41,38.88,222.86
8/4/22 19:00,"(40.4259, -86.9081)",era5,218.18,-5,26.15,397.82,207.08,209.56
8/4/22 20:00,"(40.4259, -86.9081)",era5,218.18,-5,26.71,552.36,455.73,162.77
8/4/22 21:00,"(40.4259, -86.9081)",era5,218.18,-5,27.26,589.93,627.38,116.05
8/4/22 22:00,"(40.4259, -86.9081)",era5,218.18,-5,27.86,442.88,503.4,132.15
8/4/22 23:00,"(40.4259, -86.9081)",era5,218.18,-5,28,325.37,533.81,85.11
8/5/22 0:00,"(40.4259, -86.9081)",era5,218.18,-5,27.45,167.44,430.32,53.34
8/5/22 1:00,"(40.4259, -86.9081)",era5,218.18,-5,26.3,32.39,224.38,15.54
8/5/22 2:00,"(40.4259, -86.9081)",era5,218.18,-5,25.35,0,0,0
8/5/22 3:00,"(40.4259, -86.9081)",era5,218.18,-5,24.07,0,0,0
8/5/22 4:00,"(40.4259, -86.9081)",era5,218.18,-5,24.25,0,0,0
8/5/22 5:00,"(40.4259, -86.9081)",era5,218.18,-5,23.93,0,0,0
8/5/22 6:00,"(40.4259, -86.9081)",era5,218.18,-5,23.26,0,0,0
8/5/22 7:00,"(40.4259, -86.9081)",era5,218.18,-5,23,0,0,0
8/5/22 8:00,"(40.4259, -86.9081)",era5,218.18,-5,22.91,0,0,0
8/5/22 9:00,"(40.4259, -86.9081)",era5,218.18,-5,23.02,0,0,0
8/5/22 10:00,"(40.4259, -86.9081)",era5,218.18,-5,22.4,0,0,0
8/5/22 11:00,"(40.4259, -86.9081)",era5,218.18,-5,22.41,0.31,0,0.3
8/5/22 12:00,"(40.4259, -86.9081)",era5,218.18,-5,22.95,52.47,227.03,26.73
8/5/22 13:00,"(40.4259, -86.9081)",era5,218.18,-5,23.61,175.59,323.82,77.37
8/5/22 14:00,"(40.4259, -86.9081)",era5,218.18,-5,24.74,282.92,364.57,105.93
8/5/22 15:00,"(40.4259, -86.9081)",era5,218.18,-5,26.49,518.42,612.2,122.08
8/5/22 16:00,"(40.4259, -86.9081)",era5,218.18,-5,27.11,535.07,502.53,144.08
8/5/22 17:00,"(40.4259, -86.9081)",era5,218.18,-5,28.55,726.24,646.23,165.01
8/5/22 18:00,"(40.4259, -86.9081)",era5,218.18,-5,29,753.67,603.78,202.71
8/5/22 19:00,"(40.4259, -86.9081)",era5,218.18,-5,29.88,728.02,637.86,149.38
8/5/22 20:00,"(40.4259, -86.9081)",era5,218.18,-5,30.41,702.88,601.61,189.85
8/5/22 21:00,"(40.4259, -86.9081)",era5,218.18,-5,28.13,586.55,511.2,201.61
8/5/22 22:00,"(40.4259, -86.9081)",era5,218.18,-5,29.51,419.43,437.92,150.25
8/5/22 23:00,"(40.4259, -86.9081)",era5,218.18,-5,29.09,301.88,436.35,106.74
8/6/22 0:00,"(40.4259, -86.9081)",era5,218.18,-5,28.42,124.28,240.26,61.33
8/6/22 1:00,"(40.4259, -86.9081)",era5,218.18,-5,27.5,35.14,252.46,17.06
8/6/22 2:00,"(40.4259, -86.9081)",era5,218.18,-5,26.41,0,0,0
8/6/22 3:00,"(40.4259, -86.9081)",era5,218.18,-5,24.92,0,0,0
8/6/22 4:00,"(40.4259, -86.9081)",era5,218.18,-5,24.44,0,0,0
8/6/22 5:00,"(40.4259, -86.9081)",era5,218.18,-5,23.81,0,0,0
8/6/22 6:00,"(40.4259, -86.9081)",era5,218.18,-5,23.5,0,0,0
8/6/22 7:00,"(40.4259, -86.9081)",era5,218.18,-5,23.43,0,0,0
8/6/22 8:00,"(40.4259, -86.9081)",era5,218.18,-5,23.2,0,0,0
8/6/22 9:00,"(40.4259, -86.9081)",era5,218.18,-5,23.1,0,0,0
8/6/22 10:00,"(40.4259, -86.9081)",era5,218.18,-5,22.06,0,0,0
8/6/22 11:00,"(40.4259, -86.9081)",era5,218.18,-5,22.13,0.26,0,0.24
8/6/22 12:00,"(40.4259, -86.9081)",era5,218.18,-5,23.2,63.23,325.43,27.24
8/6/22 13:00,"(40.4259, -86.9081)",era5,218.18,-5,24.6,225.24,536.49,63.84
8/6/22 14:00,"(40.4259, -86.9081)",era5,218.18,-5,26.27,413.64,683.08,83.54
8/6/22 15:00,"(40.4259, -86.9081)",era5,218.18,-5,28.14,528.26,634.65,118.68
8/6/22 16:00,"(40.4259, -86.9081)",era5,218.18,-5,29.43,727.64,803.05,104.37
8/6/22 17:00,"(40.4259, -86.9081)",era5,218.18,-5,30.51,722.74,655.54,154.65
8/6/22 18:00,"(40.4259, -86.9081)",era5,218.18,-5,31.1,749.69,655.64,152.65
8/6/22 19:00,"(40.4259, -86.9081)",era5,218.18,-5,31.54,683.02,515.7,216.23
8/6/22 20:00,"(40.4259, -86.9081)",era5,218.18,-5,31.58,670.96,619.19,144.28
8/6/22 21:00,"(40.4259, -86.9081)",era5,218.18,-5,31.43,641.46,676.59,133.61
8/6/22 22:00,"(40.4259, -86.9081)",era5,218.18,-5,31.13,519.83,692.55,95.98
8/6/22 23:00,"(40.4259, -86.9081)",era5,218.18,-5,30.65,309.91,516.78,80.33
8/7/22 0:00,"(40.4259, -86.9081)",era5,218.18,-5,30.23,175.62,475.62,52.55
8/7/22 1:00,"(40.4259, -86.9081)",era5,218.18,-5,28.72,35.94,286.42,16.43
