,"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),surface_solar_radiation (W/m^2),direct_normal_solar_radiation (W/m^2),surface_diffuse_solar_radiation (W/m^2)
2/27/22 23:00,"(40.4259, -86.9081)",era5,218.18,-5,5.51,165.87,592.3,48.64
2/28/22 0:00,"(40.4259, -86.9081)",era5,218.18,-5,3.63,17.38,0,8.38
2/28/22 1:00,"(40.4259, -86.9081)",era5,218.18,-5,2.85,0,0,0
2/28/22 2:00,"(40.4259, -86.9081)",era5,218.18,-5,1.04,0,0,0
2/28/22 3:00,"(40.4259, -86.9081)",era5,218.18,-5,-0.18,0,0,0
2/28/22 4:00,"(40.4259, -86.9081)",era5,218.18,-5,-1.51,0,0,0
2/28/22 5:00,"(40.4259, -86.9081)",era5,218.18,-5,-1.01,0,0,0
2/28/22 6:00,"(40.4259, -86.9081)",era5,218.18,-5,-1.4,0,0,0
2/28/22 7:00,"(40.4259, -86.9081)",era5,218.18,-5,-2.52,0,0,0
2/28/22 8:00,"(40.4259, -86.9081)",era5,218.18,-5,-3.46,0,0,0
2/28/22 9:00,"(40.4259, -86.9081)",era5,218.18,-5,-3.61,0,0,0
2/28/22 10:00,"(40.4259, -86.9081)",era5,218.18,-5,-4.66,0,0,0
2/28/22 11:00,"(40.4259, -86.9081)",era5,218.18,-5,-4.55,0,0,0
2/28/22 12:00,"(40.4259, -86.9081)",era5,218.18,-5,-3.77,0,0,0
2/28/22 13:00,"(40.4259, -86.9081)",era5,218.18,-5,-3.44,17.74,0,8.41
2/28/22 14:00,"(40.4259, -86.9081)",era5,218.18,-5,-0.2,167.06,597.55,47.74
2/28/22 15:00,"(40.4259, -86.9081)",era5,218.18,-5,3.38,359.44,781.89,69.79
2/28/22 16:00,"(40.4259, -86.9081)",era5,218.18,-5,5.53,527.53,871.31,83.21
2/28/22 17:00,"(40.4259, -86.9081)",era5,218.18,-5,7.53,644.92,893.29,101.2
2/28/22 18:00,"(40.4259, -86.9081)",era5,218.18,-5,8.97,703.42,894.87,112.88
2/28/22 19:00,"(40.4259, -86.9081)",era5,218.18,-5,10.1,683.42,807.96,150.01
2/28/22 20:00,"(40.4259, -86.9081)",era5,218.18,-5,10.59,613.77,767.35,146.08
2/28/22 21:00,"(40.4259, -86.9081)",era5,218.18,-5,10.99,504.22,768.03,111.55
2/28/22 22:00,"(40.4259, -86.9081)",era5,218.18,-5,9.56,267.17,359.64,133.3
2/28/22 23:00,"(40.4259, -86.9081)",era5,218.18,-5,9.25,159.18,499.91,58.26
3/1/22 0:00,"(40.4259, -86.9081)",era5,218.18,-5,8.18,18.57,0,8.72
3/1/22 1:00,"(40.4259, -86.9081)",era5,218.18,-5,6.94,0,0,0
3/1/22 2:00,"(40.4259, -86.9081)",era5,218.18,-5,5.67,0,0,0
3/1/22 3:00,"(40.4259, -86.9081)",era5,218.18,-5,5.06,0,0,0
3/1/22 4:00,"(40.4259, -86.9081)",era5,218.18,-5,4.53,0,0,0
3/1/22 5:00,"(40.4259, -86.9081)",era5,218.18,-5,4.67,0,0,0
3/1/22 6:00,"(40.4259, -86.9081)",era5,218.18,-5,3.63,0,0,0
3/1/22 7:00,"(40.4259, -86.9081)",era5,218.18,-5,3.16,0,0,0
3/1/22 8:00,"(40.4259, -86.9081)",era5,218.18,-5,3.79,0,0,0
3/1/22 9:00,"(40.4259, -86.9081)",era5,218.18,-5,4.38,0,0,0
3/1/22 10:00,"(40.4259, -86.9081)",era5,218.18,-5,4.74,0,0,0
3/1/22 11:00,"(40.4259, -86.9081)",era5,218.18,-5,4.99,0,0,0
3/1/22 12:00,"(40.4259, -86.9081)",era5,218.18,-5,5.13,0,0,0
3/1/22 13:00,"(40.4259, -86.9081)",era5,218.18,-5,5.22,12.92,0,10.91
3/1/22 14:00,"(40.4259, -86.9081)",era5,218.18,-5,6.4,134.46,296.66,73.71
3/1/22 15:00,"(40.4259, -86.9081)",era5,218.18,-5,9.04,339.21,673.56,86.21
3/1/22 16:00,"(40.4259, -86.9081)",era5,218.18,-5,10.74,466.95,683.9,114.66
3/1/22 17:00,"(40.4259, -86.9081)",era5,218.18,-5,13.2,523.02,483.48,226.27
3/1/22 18:00,"(40.4259, -86.9081)",era5,218.18,-5,14.44,556.3,450.94,256.46
3/1/22 19:00,"(40.4259, -86.9081)",era5,218.18,-5,15.43,523.93,403.21,255.77
3/1/22 20:00,"(40.4259, -86.9081)",era5,218.18,-5,15.95,579.31,686.82,157.52
3/1/22 21:00,"(40.4259, -86.9081)",era5,218.18,-5,15.77,432.23,482.29,183.53
3/1/22 22:00,"(40.4259, -86.9081)",era5,218.18,-5,14.93,269.57,332,144.6
3/1/22 23:00,"(40.4259, -86.9081)",era5,218.18,-5,13.47,128.25,337.63,58.76
3/2/22 0:00,"(40.4259, -86.9081)",era5,218.18,-5,11.21,17.29,0,9.08
3/2/22 1:00,"(40.4259, -86.9081)",era5,218.18,-5,10.01,0,0,0
3/2/22 2:00,"(40.4259, -86.9081)",era5,218.18,-5,7.56,0,0,0
3/2/22 3:00,"(40.4259, -86.9081)",era5,218.18,-5,5.42,0,0,0
3/2/22 4:00,"(40.4259, -86.9081)",era5,218.18,-5,4.4,0,0,0
3/2/22 5:00,"(40.4259, -86.9081)",era5,218.18,-5,3.48,0,0,0
3/2/22 6:00,"(40.4259, -86.9081)",era5,218.18,-5,2.73,0,0,0
3/2/22 7:00,"(40.4259, -86.9081)",era5,218.18,-5,2.41,0,0,0
3/2/22 8:00,"(40.4259, -86.9081)",era5,218.18,-5,1.35,0,0,0
3/2/22 9:00,"(40.4259, -86.9081)",era5,218.18,-5,0.27,0,0,0
3/2/22 10:00,"(40.4259, -86.9081)",era5,218.18,-5,-0.3,0,0,0
3/2/22 11:00,"(40.4259, -86.9081)",era5,218.18,-5,0.05,0,0,0
3/2/22 12:00,"(40.4259, -86.9081)",era5,218.18,-5,0.1,0,0,0
3/2/22 13:00,"(40.4259, -86.9081)",era5,218.18,-5,0.53,20.22,0,9.5
3/2/22 14:00,"(40.4259, -86.9081)",era5,218.18,-5,3.04,158.98,520.47,49.73
3/2/22 15:00,"(40.4259, -86.9081)",era5,218.18,-5,6.44,326.16,650.32,78.52
3/2/22 16:00,"(40.4259, -86.9081)",era5,218.18,-5,9.75,504.96,785.59,96.21
3/2/22 17:00,"(40.4259, -86.9081)",era5,218.18,-5,12.52,600.12,791.81,110.05
3/2/22 18:00,"(40.4259, -86.9081)",era5,218.18,-5,14.91,632.28,760.1,123.06
3/2/22 19:00,"(40.4259, -86.9081)",era5,218.18,-5,16.52,697.47,895.86,97.36
3/2/22 20:00,"(40.4259, -86.9081)",era5,218.18,-5,17.28,484.86,497.76,176.86
3/2/22 21:00,"(40.4259, -86.9081)",era5,218.18,-5,18.02,419.46,527.38,145.18
3/2/22 22:00,"(40.4259, -86.9081)",era5,218.18,-5,16.72,278.1,509.1,84.36
3/2/22 23:00,"(40.4259, -86.9081)",era5,218.18,-5,15.59,109.99,318.97,43.09
3/3/22 0:00,"(40.4259, -86.9081)",era5,218.18,-5,13.25,12.73,0,6.24
3/3/22 1:00,"(40.4259, -86.9081)",era5,218.18,-5,12.67,0,0,0
3/3/22 2:00,"(40.4259, -86.9081)",era5,218.18,-5,12.07,0,0,0
3/3/22 3:00,"(40.4259, -86.9081)",era5,218.18,-5,10.43,0,0,0
3/3/22 4:00,"(40.4259, -86.9081)",era5,218.18,-5,8.47,0,0,0
3/3/22 5:00,"(40.4259, -86.9081)",era5,218.18,-5,6.77,0,0,0
3/3/22 6:00,"(40.4259, -86.9081)",era5,218.18,-5,5.84,0,0,0
3/3/22 7:00,"(40.4259, -86.9081)",era5,218.18,-5,4.71,0,0,0
3/3/22 8:00,"(40.4259, -86.9081)",era5,218.18,-5,3.22,0,0,0
3/3/22 9:00,"(40.4259, -86.9081)",era5,218.18,-5,2.14,0,0,0
3/3/22 10:00,"(40.4259, -86.9081)",era5,218.18,-5,-0.34,0,0,0
3/3/22 11:00,"(40.4259, -86.9081)",era5,218.18,-5,-0.61,0,0,0
3/3/22 12:00,"(40.4259, -86.9081)",era5,218.18,-5,-0.86,0,0,0
3/3/22 13:00,"(40.4259, -86.9081)",era5,218.18,-5,-0.94,20.58,0,11.65
3/3/22 14:00,"(40.4259, -86.9081)",era5,218.18,-5,-0.94,75.07,49.81,64.36
3/3/22 15:00,"(40.4259, -86.9081)",era5,218.18,-5,-0.76,122.96,58.57,100.35
3/3/22 16:00,"(40.4259, -86.9081)",era5,218.18,-5,0.15,275.66,151.45,196.07
3/3/22 17:00,"(40.4259, -86.9081)",era5,218.18,-5,1.12,361.73,230.28,218.03
3/3/22 18:00,"(40.4259, -86.9081)",era5,218.18,-5,2.06,468.24,414.56,188.44
3/3/22 19:00,"(40.4259, -86.9081)",era5,218.18,-5,2.91,239,35.62,214.96
3/3/22 20:00,"(40.4259, -86.9081)",era5,218.18,-5,3.44,235.31,32.79,214.87
3/3/22 21:00,"(40.4259, -86.9081)",era5,218.18,-5,3.58,194.5,35.23,176.03
3/3/22 22:00,"(40.4259, -86.9081)",era5,218.18,-5,2.22,184.82,120.48,138.48
3/3/22 23:00,"(40.4259, -86.9081)",era5,218.18,-5,2.06,159.18,446.67,63.76
3/4/22 0:00,"(40.4259, -86.9081)",era5,218.18,-5,0.8,21.85,0,11.06
3/4/22 1:00,"(40.4259, -86.9081)",era5,218.18,-5,0.3,0,0,0
3/4/22 2:00,"(40.4259, -86.9081)",era5,218.18,-5,0.62,0,0,0
3/4/22 3:00,"(40.4259, -86.9081)",era5,218.18,-5,-0.5,0,0,0
3/4/22 4:00,"(40.4259, -86.9081)",era5,218.18,-5,-0.66,0,0,0
3/4/22 5:00,"(40.4259, -86.9081)",era5,218.18,-5,-0.79,0,0,0
3/4/22 6:00,"(40.4259, -86.9081)",era5,218.18,-5,-0.64,0,0,0
3/4/22 7:00,"(40.4259, -86.9081)",era5,218.18,-5,-0.86,0,0,0
3/4/22 8:00,"(40.4259, -86.9081)",era5,218.18,-5,-1.65,0,0,0
3/4/22 9:00,"(40.4259, -86.9081)",era5,218.18,-5,-1.99,0,0,0
3/4/22 10:00,"(40.4259, -86.9081)",era5,218.18,-5,-2.46,0,0,0
3/4/22 11:00,"(40.4259, -86.9081)",era5,218.18,-5,-2.7,0,0,0
3/4/22 12:00,"(40.4259, -86.9081)",era5,218.18,-5,-2.95,0,0,0
3/4/22 13:00,"(40.4259, -86.9081)",era5,218.18,-5,-2.66,23.05,0,10.82
3/4/22 14:00,"(40.4259, -86.9081)",era5,218.18,-5,-0.4,175.43,563.75,51.24
3/4/22 15:00,"(40.4259, -86.9081)",era5,218.18,-5,2.34,368.57,747.68,76.03
3/4/22 16:00,"(40.4259, -86.9081)",era5,218.18,-5,3.74,517.59,745.11,122.14
3/4/22 17:00,"(40.4259, -86.9081)",era5,218.18,-5,5.89,627.14,746.74,157.3
3/4/22 18:00,"(40.4259, -86.9081)",era5,218.18,-5,7.36,696.86,816.65,141.6
3/4/22 19:00,"(40.4259, -86.9081)",era5,218.18,-5,8.34,634.27,574.2,244.11
3/4/22 20:00,"(40.4259, -86.9081)",era5,218.18,-5,8.99,467.21,273.77,295.3
3/4/22 21:00,"(40.4259, -86.9081)",era5,218.18,-5,9.59,341.86,168.17,252.94
3/4/22 22:00,"(40.4259, -86.9081)",era5,218.18,-5,9.38,227.66,160.19,165.38
3/4/22 23:00,"(40.4259, -86.9081)",era5,218.18,-5,8.85,108.94,74.57,92.72
3/5/22 0:00,"(40.4259, -86.9081)",era5,218.18,-5,7.59,20.21,0,15.78
3/5/22 1:00,"(40.4259, -86.9081)",era5,218.18,-5,7,0,0,0
3/5/22 2:00,"(40.4259, -86.9081)",era5,218.18,-5,6.52,0,0,0
3/5/22 3:00,"(40.4259, -86.9081)",era5,218.18,-5,6.34,0,0,0
3/5/22 4:00,"(40.4259, -86.9081)",era5,218.18,-5,6.49,0,0,0
3/5/22 5:00,"(40.4259, -86.9081)",era5,218.18,-5,6.3,0,0,0
3/5/22 6:00,"(40.4259, -86.9081)",era5,218.18,-5,6.65,0,0,0
3/5/22 7:00,"(40.4259, -86.9081)",era5,218.18,-5,6.95,0,0,0
3/5/22 8:00,"(40.4259, -86.9081)",era5,218.18,-5,7.15,0,0,0
3/5/22 9:00,"(40.4259, -86.9081)",era5,218.18,-5,6.92,0,0,0
3/5/22 10:00,"(40.4259, -86.9081)",era5,218.18,-5,5.94,0,0,0
3/5/22 11:00,"(40.4259, -86.9081)",era5,218.18,-5,5.94,0,0,0
3/5/22 12:00,"(40.4259, -86.9081)",era5,218.18,-5,5.51,0,0,0
3/5/22 13:00,"(40.4259, -86.9081)",era5,218.18,-5,6.5,26.72,0,12.11
3/5/22 14:00,"(40.4259, -86.9081)",era5,218.18,-5,10.12,183.12,591.46,49.73
3/5/22 15:00,"(40.4259, -86.9081)",era5,218.18,-5,14.69,368.74,751.79,70.64
3/5/22 16:00,"(40.4259, -86.9081)",era5,218.18,-5,17.43,531.31,839.58,81.33
3/5/22 17:00,"(40.4259, -86.9081)",era5,218.18,-5,19.96,644.07,873.75,89.84
3/5/22 18:00,"(40.4259, -86.9081)",era5,218.18,-5,21.63,685.4,841.52,109.03
3/5/22 19:00,"(40.4259, -86.9081)",era5,218.18,-5,21.95,484.01,488.38,149.81
3/5/22 20:00,"(40.4259, -86.9081)",era5,218.18,-5,22.53,571.13,705.67,124.78
3/5/22 21:00,"(40.4259, -86.9081)",era5,218.18,-5,22.47,475.14,674.51,115.55
3/5/22 22:00,"(40.4259, -86.9081)",era5,218.18,-5,21.43,330.37,603.87,93.12
3/5/22 23:00,"(40.4259, -86.9081)",era5,218.18,-5,20.61,129.21,334.77,55.1
3/6/22 0:00,"(40.4259, -86.9081)",era5,218.18,-5,19.97,12.07,0,7.45
3/6/22 1:00,"(40.4259, -86.9081)",era5,218.18,-5,19.63,0,0,0
3/6/22 2:00,"(40.4259, -86.9081)",era5,218.18,-5,19.56,0,0,0
3/6/22 3:00,"(40.4259, -86.9081)",era5,218.18,-5,19.23,0,0,0
3/6/22 4:00,"(40.4259, -86.9081)",era5,218.18,-5,19.57,0,0,0
3/6/22 5:00,"(40.4259, -86.9081)",era5,218.18,-5,19.04,0,0,0
3/6/22 6:00,"(40.4259, -86.9081)",era5,218.18,-5,17.64,0,0,0
3/6/22 7:00,"(40.4259, -86.9081)",era5,218.18,-5,16.93,0,0,0
3/6/22 8:00,"(40.4259, -86.9081)",era5,218.18,-5,16.47,0,0,0
3/6/22 9:00,"(40.4259, -86.9081)",era5,218.18,-5,15.72,0,0,0
3/6/22 10:00,"(40.4259, -86.9081)",era5,218.18,-5,14.53,0,0,0
3/6/22 11:00,"(40.4259, -86.9081)",era5,218.18,-5,14,0,0,0
3/6/22 12:00,"(40.4259, -86.9081)",era5,218.18,-5,11.5,0,0,0
3/6/22 13:00,"(40.4259, -86.9081)",era5,218.18,-5,9.17,27.51,0,12.91
3/6/22 14:00,"(40.4259, -86.9081)",era5,218.18,-5,8.49,170.03,485.13,58.08
3/6/22 15:00,"(40.4259, -86.9081)",era5,218.18,-5,9.09,385.84,786.11,69.98
3/6/22 16:00,"(40.4259, -86.9081)",era5,218.18,-5,9.64,554.42,863.55,87.07
3/6/22 17:00,"(40.4259, -86.9081)",era5,218.18,-5,10.09,672.21,896.77,98.77
3/6/22 18:00,"(40.4259, -86.9081)",era5,218.18,-5,10.54,735.61,923.92,98.22
3/6/22 19:00,"(40.4259, -86.9081)",era5,218.18,-5,10.97,726.05,903.17,103.71
3/6/22 20:00,"(40.4259, -86.9081)",era5,218.18,-5,11.47,650.73,828.41,122.99
3/6/22 21:00,"(40.4259, -86.9081)",era5,218.18,-5,11.38,485.88,588.28,169.73
3/6/22 22:00,"(40.4259, -86.9081)",era5,218.18,-5,10.47,359.22,651.39,100.65
3/6/22 23:00,"(40.4259, -86.9081)",era5,218.18,-5,9.36,184.14,575.6,54.48
3/7/22 0:00,"(40.4259, -86.9081)",era5,218.18,-5,6.73,26.22,0,13.53
3/7/22 1:00,"(40.4259, -86.9081)",era5,218.18,-5,5.93,0,0,0
3/7/22 2:00,"(40.4259, -86.9081)",era5,218.18,-5,6.34,0,0,0
3/7/22 3:00,"(40.4259, -86.9081)",era5,218.18,-5,5.91,0,0,0
3/7/22 4:00,"(40.4259, -86.9081)",era5,218.18,-5,5.77,0,0,0
3/7/22 5:00,"(40.4259, -86.9081)",era5,218.18,-5,4.39,0,0,0
3/7/22 6:00,"(40.4259, -86.9081)",era5,218.18,-5,4.45,0,0,0
3/7/22 7:00,"(40.4259, -86.9081)",era5,218.18,-5,4.61,0,0,0
3/7/22 8:00,"(40.4259, -86.9081)",era5,218.18,-5,3.46,0,0,0
3/7/22 9:00,"(40.4259, -86.9081)",era5,218.18,-5,2.11,0,0,0
3/7/22 10:00,"(40.4259, -86.9081)",era5,218.18,-5,2.48,0,0,0
3/7/22 11:00,"(40.4259, -86.9081)",era5,218.18,-5,2.47,0,0,0
3/7/22 12:00,"(40.4259, -86.9081)",era5,218.18,-5,2.65,0,0,0
3/7/22 13:00,"(40.4259, -86.9081)",era5,218.18,-5,3.12,7.13,0,5.8
3/7/22 14:00,"(40.4259, -86.9081)",era5,218.18,-5,2.57,37.28,5.37,36.01
3/7/22 15:00,"(40.4259, -86.9081)",era5,218.18,-5,1.41,50.45,4.81,48.49
3/7/22 16:00,"(40.4259, -86.9081)",era5,218.18,-5,2.05,105.57,20.04,94.62
3/7/22 17:00,"(40.4259, -86.9081)",era5,218.18,-5,2.31,138.73,4.01,136.15
3/7/22 18:00,"(40.4259, -86.9081)",era5,218.18,-5,2.72,251,34.51,227.02
3/7/22 19:00,"(40.4259, -86.9081)",era5,218.18,-5,3,304.21,67.72,257.23
3/7/22 20:00,"(40.4259, -86.9081)",era5,218.18,-5,3.01,214,20.11,201.1
3/7/22 21:00,"(40.4259, -86.9081)",era5,218.18,-5,2.55,215.54,36.72,195.65
3/7/22 22:00,"(40.4259, -86.9081)",era5,218.18,-5,2.22,109.14,15.99,102.73
3/7/22 23:00,"(40.4259, -86.9081)",era5,218.18,-5,1.99,57.95,10.31,55.59
3/8/22 0:00,"(40.4259, -86.9081)",era5,218.18,-5,1.53,9.5,0,8.24
3/8/22 1:00,"(40.4259, -86.9081)",era5,218.18,-5,1.43,0,0,0
3/8/22 2:00,"(40.4259, -86.9081)",era5,218.18,-5,1.13,0,0,0
3/8/22 3:00,"(40.4259, -86.9081)",era5,218.18,-5,0.78,0,0,0
3/8/22 4:00,"(40.4259, -86.9081)",era5,218.18,-5,0.75,0,0,0
3/8/22 5:00,"(40.4259, -86.9081)",era5,218.18,-5,0.24,0,0,0
3/8/22 6:00,"(40.4259, -86.9081)",era5,218.18,-5,0.24,0,0,0
3/8/22 7:00,"(40.4259, -86.9081)",era5,218.18,-5,0.19,0,0,0
3/8/22 8:00,"(40.4259, -86.9081)",era5,218.18,-5,-0.06,0,0,0
3/8/22 9:00,"(40.4259, -86.9081)",era5,218.18,-5,-0.47,0,0,0
3/8/22 10:00,"(40.4259, -86.9081)",era5,218.18,-5,-2.2,0,0,0
3/8/22 11:00,"(40.4259, -86.9081)",era5,218.18,-5,-2.41,0,0,0
3/8/22 12:00,"(40.4259, -86.9081)",era5,218.18,-5,-2.19,0,0,0
3/8/22 13:00,"(40.4259, -86.9081)",era5,218.18,-5,-2.24,19.07,28.46,17.64
3/8/22 14:00,"(40.4259, -86.9081)",era5,218.18,-5,-1.64,111.02,89.35,89.45
3/8/22 15:00,"(40.4259, -86.9081)",era5,218.18,-5,-0.57,271.14,198.23,189.39
3/8/22 16:00,"(40.4259, -86.9081)",era5,218.18,-5,-0.31,292.01,65.04,256.14
3/8/22 17:00,"(40.4259, -86.9081)",era5,218.18,-5,0.65,405.12,107.78,335.1
3/8/22 18:00,"(40.4259, -86.9081)",era5,218.18,-5,1.32,538.01,248.18,364.34
3/8/22 19:00,"(40.4259, -86.9081)",era5,218.18,-5,1.9,571.28,309.9,354.81
3/8/22 20:00,"(40.4259, -86.9081)",era5,218.18,-5,2.45,583.8,546.39,230.8
3/8/22 21:00,"(40.4259, -86.9081)",era5,218.18,-5,2.81,534.42,720.43,141.1
3/8/22 22:00,"(40.4259, -86.9081)",era5,218.18,-5,2.87,378.82,697.55,96.3
3/8/22 23:00,"(40.4259, -86.9081)",era5,218.18,-5,2.53,171.28,370.78,84.92
3/9/22 0:00,"(40.4259, -86.9081)",era5,218.18,-5,1.85,23.26,0,18.18
3/9/22 1:00,"(40.4259, -86.9081)",era5,218.18,-5,2.09,0,0,0
3/9/22 2:00,"(40.4259, -86.9081)",era5,218.18,-5,2.06,0,0,0
3/9/22 3:00,"(40.4259, -86.9081)",era5,218.18,-5,0.4,0,0,0
3/9/22 4:00,"(40.4259, -86.9081)",era5,218.18,-5,1.19,0,0,0
3/9/22 5:00,"(40.4259, -86.9081)",era5,218.18,-5,0.16,0,0,0
3/9/22 6:00,"(40.4259, -86.9081)",era5,218.18,-5,0.19,0,0,0
3/9/22 7:00,"(40.4259, -86.9081)",era5,218.18,-5,-0.03,0,0,0
3/9/22 8:00,"(40.4259, -86.9081)",era5,218.18,-5,-0.82,0,0,0
3/9/22 9:00,"(40.4259, -86.9081)",era5,218.18,-5,-0.58,0,0,0
3/9/22 10:00,"(40.4259, -86.9081)",era5,218.18,-5,-1.38,0,0,0
3/9/22 11:00,"(40.4259, -86.9081)",era5,218.18,-5,-1.82,0,0,0
3/9/22 12:00,"(40.4259, -86.9081)",era5,218.18,-5,-0.79,0,0,0
3/9/22 13:00,"(40.4259, -86.9081)",era5,218.18,-5,-0.47,25.18,42.99,22.8
3/9/22 14:00,"(40.4259, -86.9081)",era5,218.18,-5,1.41,171.15,279.35,102.23
3/9/22 15:00,"(40.4259, -86.9081)",era5,218.18,-5,3.72,385.72,672.15,104.95
3/9/22 16:00,"(40.4259, -86.9081)",era5,218.18,-5,4.97,577.43,885.56,84.26
3/9/22 17:00,"(40.4259, -86.9081)",era5,218.18,-5,6.26,696.17,918.68,94.63
3/9/22 18:00,"(40.4259, -86.9081)",era5,218.18,-5,7.45,762.52,947.25,95
3/9/22 19:00,"(40.4259, -86.9081)",era5,218.18,-5,8.05,761.32,945.88,96.15
3/9/22 20:00,"(40.4259, -86.9081)",era5,218.18,-5,9.18,654.72,804.76,131.2
3/9/22 21:00,"(40.4259, -86.9081)",era5,218.18,-5,9.85,467.67,533.88,173.95
3/9/22 22:00,"(40.4259, -86.9081)",era5,218.18,-5,8.37,290.15,270,179.72
3/9/22 23:00,"(40.4259, -86.9081)",era5,218.18,-5,7.62,152.89,293.65,83.38
3/10/22 0:00,"(40.4259, -86.9081)",era5,218.18,-5,5.98,33.11,0,14.72
3/10/22 1:00,"(40.4259, -86.9081)",era5,218.18,-5,4.67,0,0,0
3/10/22 2:00,"(40.4259, -86.9081)",era5,218.18,-5,3.44,0,0,0
3/10/22 3:00,"(40.4259, -86.9081)",era5,218.18,-5,1.76,0,0,0
3/10/22 4:00,"(40.4259, -86.9081)",era5,218.18,-5,0.82,0,0,0
3/10/22 5:00,"(40.4259, -86.9081)",era5,218.18,-5,-0.1,0,0,0
3/10/22 6:00,"(40.4259, -86.9081)",era5,218.18,-5,-0.72,0,0,0
3/10/22 7:00,"(40.4259, -86.9081)",era5,218.18,-5,-1.23,0,0,0
3/10/22 8:00,"(40.4259, -86.9081)",era5,218.18,-5,-1.39,0,0,0
3/10/22 9:00,"(40.4259, -86.9081)",era5,218.18,-5,-1.95,0,0,0
3/10/22 10:00,"(40.4259, -86.9081)",era5,218.18,-5,-3.2,0,0,0
3/10/22 11:00,"(40.4259, -86.9081)",era5,218.18,-5,-3,0,0,0
3/10/22 12:00,"(40.4259, -86.9081)",era5,218.18,-5,-2.93,0,0,0
3/10/22 13:00,"(40.4259, -86.9081)",era5,218.18,-5,-2.62,27.55,53.55,24.29
3/10/22 14:00,"(40.4259, -86.9081)",era5,218.18,-5,-0.91,159.36,190.1,111.44
3/10/22 15:00,"(40.4259, -86.9081)",era5,218.18,-5,1.02,379.25,628.57,113.33
3/10/22 16:00,"(40.4259, -86.9081)",era5,218.18,-5,2.38,525.31,696.66,133.68
3/10/22 17:00,"(40.4259, -86.9081)",era5,218.18,-5,3.58,677.2,851.1,115.57
3/10/22 18:00,"(40.4259, -86.9081)",era5,218.18,-5,4.68,745.22,886.09,116.45
3/10/22 19:00,"(40.4259, -86.9081)",era5,218.18,-5,5.4,705.76,763.51,165.25
3/10/22 20:00,"(40.4259, -86.9081)",era5,218.18,-5,6.49,616.46,629.08,204.44
3/10/22 21:00,"(40.4259, -86.9081)",era5,218.18,-5,6.76,512.14,637.7,158.63
3/10/22 22:00,"(40.4259, -86.9081)",era5,218.18,-5,5.97,293.93,360.93,144.87
3/10/22 23:00,"(40.4259, -86.9081)",era5,218.18,-5,5.32,67.79,16.1,63.92
3/11/22 0:00,"(40.4259, -86.9081)",era5,218.18,-5,4.24,16.26,0,14.19
3/11/22 1:00,"(40.4259, -86.9081)",era5,218.18,-5,2.26,0,0,0
3/11/22 2:00,"(40.4259, -86.9081)",era5,218.18,-5,0.2,0,0,0
3/11/22 3:00,"(40.4259, -86.9081)",era5,218.18,-5,-0.7,0,0,0
3/11/22 4:00,"(40.4259, -86.9081)",era5,218.18,-5,-1.36,0,0,0
3/11/22 5:00,"(40.4259, -86.9081)",era5,218.18,-5,-1.21,0,0,0
3/11/22 6:00,"(40.4259, -86.9081)",era5,218.18,-5,-1.37,0,0,0
3/11/22 7:00,"(40.4259, -86.9081)",era5,218.18,-5,-1.53,0,0,0
3/11/22 8:00,"(40.4259, -86.9081)",era5,218.18,-5,-2.09,0,0,0
3/11/22 9:00,"(40.4259, -86.9081)",era5,218.18,-5,-2.18,0,0,0
3/11/22 10:00,"(40.4259, -86.9081)",era5,218.18,-5,-3.71,0,0,0
3/11/22 11:00,"(40.4259, -86.9081)",era5,218.18,-5,-3.78,0,0,0
3/11/22 12:00,"(40.4259, -86.9081)",era5,218.18,-5,-3.64,0,0,0
3/11/22 13:00,"(40.4259, -86.9081)",era5,218.18,-5,-3.77,11,8.9,10.41
3/11/22 14:00,"(40.4259, -86.9081)",era5,218.18,-5,-3.54,58.3,0.83,58.08
3/11/22 15:00,"(40.4259, -86.9081)",era5,218.18,-5,-2.7,136.47,4.97,134.34
3/11/22 16:00,"(40.4259, -86.9081)",era5,218.18,-5,-2.95,161.53,0.04,161.51
3/11/22 17:00,"(40.4259, -86.9081)",era5,218.18,-5,-2.38,312.04,45.15,282.02
3/11/22 18:00,"(40.4259, -86.9081)",era5,218.18,-5,-1.62,552.74,203.27,407.51
3/11/22 19:00,"(40.4259, -86.9081)",era5,218.18,-5,-1.17,544.63,316.72,318.95
3/11/22 20:00,"(40.4259, -86.9081)",era5,218.18,-5,-1.1,482.86,194.41,354.67
3/11/22 21:00,"(40.4259, -86.9081)",era5,218.18,-5,-1.03,383.59,123.1,314.84
3/11/22 22:00,"(40.4259, -86.9081)",era5,218.18,-5,-1.54,193.08,38.39,177.08
3/11/22 23:00,"(40.4259, -86.9081)",era5,218.18,-5,-1.44,104.06,6.47,102.48
3/12/22 0:00,"(40.4259, -86.9081)",era5,218.18,-5,-1.88,18.48,7.47,18.09
3/12/22 1:00,"(40.4259, -86.9081)",era5,218.18,-5,-2.2,0,0,0
3/12/22 2:00,"(40.4259, -86.9081)",era5,218.18,-5,-3.18,0,0,0
3/12/22 3:00,"(40.4259, -86.9081)",era5,218.18,-5,-4.7,0,0,0
3/12/22 4:00,"(40.4259, -86.9081)",era5,218.18,-5,-5.66,0,0,0
3/12/22 5:00,"(40.4259, -86.9081)",era5,218.18,-5,-6.64,0,0,0
